IntName,Name,Epithet,HP,Atk,Spd,Def,Res,Movement,Weapon Type,Game,Secondary Game,HP Grow,Atk Grow,Spd Grow,Def Grow,Res Grow,DFlowerLimit,BVID,HeroType,HasResp,RefreshType,BaseWeapon,BaseAssist,BaseSpecial,BaseA,BaseB,BaseC,BaseX
P!Camilla,Camilla,Flower of Fantasy,36,37,30,17,30,2,RTome,14,-1,45,65,50,30,55,30,53,HERO,FALSE,0,Book of Dreams,Draw Back,,Atk/Res Bond 3,Atk/Res Link 3,Goad Fliers,
NY!Camilla,Camilla,Holiday Traveler,40,33,35,31,23,2,Sword,14,-1,50,55,60,55,45,30,230,HERO,FALSE,0,Kadomatsu+,,Draconic Aura,Spd/Def Bond 3,,Ward Fliers,
B!Camilla,Camilla,Light of Nohr,39,33,37,21,25,2,Staff,14,-1,50,55,65,40,45,30,115,HERO,FALSE,0,Sanngriðr,Restore+,,Atk/Spd Push 4,Wrathful Staff 3,Atk Tactic 3,
NI!Camilla,Camilla,Midnight Bloom,38,43,19,32,40,2,RTome,14,-1,50,70,35,60,70,15,229,HERO,FALSE,0,Flowery Scroll,,Glimmer,Close Salvo,Seal Res 4,Atk/Res Hold,
SP!Camilla,Camilla,Spring Princess,39,35,25,30,19,2,GTome,14,-1,50,60,45,50,35,30,165,HERO,FALSE,0,Green Egg+,Rally Attack,,Defiant Spd 3,Live for Bounty,,
HS!Camilla,Camilla,Steamy Secrets,38,33,35,17,28,2,CDagger,14,-1,50,55,60,30,50,30,197,HERO,FALSE,0,Ouch Pouch+,,Glimmer,Atk/Spd 2,,Hone Fliers,
SU!Camilla,Camilla,Tropical Beauty,39,33,36,23,19,2,BTome,14,-1,50,60,60,40,35,30,71,HERO,FALSE,0,Juicy Wave+,,Draconic Aura,Death Blow 3,Flier Formation 3,Hone Fliers,
L!Camilla,Camilla,Alluring Darkness,40,45,46,22,25,2,GTome,14,-1,50,70,80,45,50,10,175,LEGEND,FALSE,0,Bewitching Tome,,Draconic Aura,Remote Sparrow,Spoil Rotten,Deadly Miasma,
Camus,Camus,Sable Knight,42,32,33,31,17,1,Lance,1,-1,55,55,55,55,30,30,207,HERO,FALSE,0,Gradivus,,Growing Thunder,Grani's Shield,,Goad Cavalry,
Canas,Canas,Wisdom Seeker,36,32,29,21,33,0,RTome,7,-1,45,50,55,40,55,35,142,HERO,FALSE,0,Ancient Codex,Reciprocal Aid,,HP/Res 2,,Res Tactic 3,
Candace,Candace,Sly Snatcher,38,45,36,25,44,0,CBow,14,-1,50,70,65,50,75,10,177,HERO,FALSE,0,Gainful Bow+,,Glacies,Sorcery Blade 3,,Def Ploy 3,
Caspar,Caspar,Hotheaded Inciter,46,48,44,32,28,0,Axe,16,-1,60,90,70,55,50,5,-1,HERO,FALSE,0,Up-Front Axe+,,Moonbow,Spd/Def Finish 3,Brash Assault 3,,
SU!Caspar,Caspar,Summer Intensity,46,41,36,30,23,0,Axe,16,-1,60,70,60,50,45,25,52,HERO,FALSE,0,Victorfish+,Smite,,Bonus Doubler 3,,Even Atk Wave 3,
Castor,Castor,Loving Son,45,46,39,33,24,0,RBow,1,-1,60,90,70,55,35,10,226,HERO,FALSE,0,Vulture Bow+,,Dragon Fang,,Sudden Panic 3,Threat. Atk/Def 2,
Cath,Cath,Master Thief,39,37,43,21,22,0,GDagger,6,-1,50,70,70,40,40,20,233,HERO,FALSE,0,Armorpin Dagger+,Reposition,,Atk/Res Bond 3,Spd/Res Link 3,,
TH!Cath,Cath,Caper Captain,41,36,43,27,30,1,BTome,6,-1,50,70,70,50,50,20,234,HERO,FALSE,0,Lofty Leaflet,Draw Back,,Atk/Spd Push 4,Atk/Res Snag 3,Blue Feud 3,
Catherine,Catherine,Thunder Knight,43,39,41,30,23,0,Sword,16,-1,55,70,70,50,40,25,133,HERO,FALSE,0,Thunderbrand,,Draconic Aura,Swift Sparrow 3,Lull Spd/Def 3,,
Catria,Catria,Middle Whitewing,39,31,34,29,25,2,Lance,1,-1,50,55,55,50,45,30,83,HERO,FALSE,0,Whitewing Lance,,Luna,Armored Blow 3,Seal Atk 3,,
P!Catria,Catria,Mild Middle Sister,41,38,36,27,24,2,Sword,15,-1,55,70,60,45,40,30,134,HERO,FALSE,0,Astra Blade,Harsh Command+,,Atk/Res Bond 4,Aerobatics 3,Spd Tactic 3,
SP!Catria,Catria,Spring Whitewing,36,32,35,18,23,1,BTome,1,-1,45,60,60,30,40,30,37,HERO,FALSE,0,Huginn's Egg,Draw Back,,,Chill Res 3,Drive Spd 2,
BR!Catria,Catria,Azure Wing Pair,40,40,41,28,23,2,Axe,15,-1,50,70,70,50,40,25,158,,FALSE,0,Wedding-Bell Axe,,Moonbow,Atk/Spd Push 4,A/D Near Trace 3,Spd/Def Rein 3,
FF!Catria,Catria,Windswept Knight,39,45,45,25,30,2,BBow,1,-1,50,80,70,50,55,10,242,HERO,FALSE,0,Whitewind Bow+,Harsh Command+,,Atk/Spd Catch 3,S/D Far Trace 3,,
BR!Cecilia,Cecilia,Etrurian Bride,40,41,25,18,38,1,RTome,6,-1,50,70,45,35,70,20,208,HERO,FALSE,0,Bridal Orchid+,Rally Atk/Res+,,,Atk/Res Ruse 3,Rouse Atk/Res 3,
Cecilia,Cecilia,Etrurian General,36,32,25,22,29,1,GTome,6,-1,45,55,45,40,50,30,94,HERO,TRUE,0,Tome of Order,Rally Resistance,,Attack +3,Escape Route 3,,
WI!Cecilia,Cecilia,Festive Instructor,41,35,23,30,36,3,CDagger,6,-1,50,55,40,55,60,30,183,HERO,FALSE,0,Goodie Boot+,,Iceberg,Atk/Res Bond 3,,Def Ploy 3,
Ced,Ced,Hero on the Wind,37,35,39,19,31,0,GTome,4,-1,45,65,65,35,55,30,132,HERO,FALSE,0,Winds of Silesse,,Luna,Spd/Res Solo 3,,Pulse Smoke 3,
A!Ced,Ced,Sage of the Wind,43,45,46,22,26,0,GTome,4,5,55,70,80,45,50,10,192,ASC,FALSE,0,Heired Forseti,,Blazing Wind,Atk/Res Ideal 4,Special Spiral 4,Infantry Pulse 4,
Celica,Celica,Caring Princess,39,32,33,22,22,0,RTome,15,-1,50,55,60,40,35,35,240,HERO,TRUE,0,Ragnarok,,Blazing Light,Distant Def 3,,Spur Def 3,
FA!Celica,Celica,Imprisoned Soul,40,35,35,27,26,0,Sword,15,-1,50,60,60,50,45,35,183,HERO,FALSE,0,Beloved Zofia,,Luna,,Chill Spd 3,Hone Atk 3,
L!Celica,Celica,Queen of Valentia,40,38,38,18,28,0,GTome,15,-1,50,65,70,30,50,30,76,LEGEND,FALSE,0,Saintly Seraphim,,Miracle,Swift Sparrow 3,Soul of Zofia II,Atk/Spd Menace,
A!Celica,Celica,Valentia's Hope,40,43,42,21,25,0,CTome,15,-1,50,75,70,40,45,20,44,ASC,FALSE,0,Mila's Testament,,Moonbow,Life and Death 4,Soul of Zofia,Inf. Null Follow 3,
B!Celica,Celica,Warrior Priestess,38,33,39,29,24,0,Sword,15,-1,50,60,65,50,40,35,16,HERO,TRUE,0,Royal Sword,,Galeforce,Death Blow 4,Double Lion,Atk Tactic 3,
E!Celica,Celica,Of Echoes,45,46,46,21,24,0,BTome,15,17,60,90,75,30,45,10,-1,EMBLEM,FALSE,0,Caring Magic,,Warp Ragnarok,Verge of Death,Resonance 4,Inf. Null Follow 4,
Céline,Céline,Joyous Royal,37,41,44,17,38,0,GTome,17,-1,50,70,75,30,65,15,205,HERO,FALSE,0,Joyous Tome,,Iceberg,Spd/Res Ideal 4,,Canto Control 3,
Céline,Céline,Teatime Ninja,36,44,47,16,45,0,BTome,17,-1,50,70,80,30,80,5,-1,HERO,FALSE,0,Scroll of Teas,,Glacies,,Spd/Res Tempo 4,Spd/Res Ploy 3,
Cervantes,Cervantes,Invincible General,50,45,31,44,25,3,Lance,13,-1,70,75,60,70,40,15,72,HERO,FALSE,0,Defier's Lance+,,Ignis,Atk/Def Ideal 3,Wary Fighter 3,,
Chad,Chad,Lycian Wildcat,45,30,37,26,23,0,CDagger,6,-1,60,55,65,45,40,30,205,HERO,FALSE,0,Wildcat Dagger,Draw Back,,,Escape Route 3,Spd Smoke 3,
BR!Charlotte,Charlotte,Money Maiden,46,36,32,24,19,0,Lance,14,-1,60,60,55,45,35,35,222,HERO,FALSE,0,First Bite+,Smite,,Wind Boost 3,,Threaten Atk 3,
Charlotte,Charlotte,Wily Warrior,48,43,41,25,18,0,Axe,14,-1,70,70,70,40,35,25,172,HERO,FALSE,0,Fair-Fury Axe,,Glimmer,Swift Sparrow 3,Frenzy 3,Time's Pulse 3,
NI!Cherche,Cherche,Shaded by Wings,43,44,20,44,32,2,Axe,13,-1,55,70,40,75,60,15,181,HERO,FALSE,0,Wyvern Ono,,Ignis,,A/D Near Trace 3,Atk/Def Hold,
Cherche,Cherche,Wyvern Friend,46,38,25,32,16,2,Axe,13,-1,60,65,45,55,30,30,227,HERO,FALSE,0,Cherche's Axe,Pivot,,Attack +3,,Fortify Def 3,
Chloé,Chloé,Fairy-Tale Flier,36,38,40,28,42,2,Lance,17,-1,50,75,55,50,70,15,228,HERO,FALSE,0,Dreaming Spear,,Glimmer,Distant Stance,Pegasus Flight 4,,
SP!Chloé,Chloé,Spring Wings,40,43,47,22,26,2,RTome,17,-1,50,75,90,40,40,10,252,,FALSE,0,Sky-Hopper Axe,,Draconic Aura,Remote Sparrow,Occultist's Strike,Spd/Res Crux,
L!Chrom,Chrom,Crowned Exalt,41,42,26,34,25,0,BBow,13,-1,55,75,45,50,50,30,184,LEGEND,FALSE,0,Randgríðr,To Change Fate! II,,Close Counter,Lull Atk/Def 3,Blue Feud 3,
Chrom,Chrom,Exalted Prince,47,37,25,31,17,0,Sword,13,-1,60,65,45,55,30,30,220,HERO,TRUE,0,C!Falchion,,Aether,Defiant Def 3,,Spur Def 3,
V!Chrom,Chrom,Fate-Defying Duo,40,44,27,40,26,0,RBow,13,-1,50,70,50,70,50,20,236,DUO,FALSE,0,Destiny's Bow,To Change Fate!,Deadeye,Close Counter,,Time's Pulse 3,
B!Chrom,Chrom,Fated Honor,41,42,42,37,17,0,Lance,13,-1,50,70,70,75,30,15,124,HERO,FALSE,0,Geirdriful,A Fate Changed!,,Surge Sparrow,S/D Near Trace 3,Inf. Spd Tactic,
WI!Chrom,Chrom,Gifted Leader,51,40,19,35,29,3,Axe,13,-1,60,65,35,60,55,30,53,HERO,FALSE,0,Sack o' Gifts+,Pivot,,Brazen Atk/Def 3,Wily Fighter 3,,
P!Chrom,Chrom,Knight Exalt,41,37,28,34,17,1,Sword,13,-1,50,65,50,60,30,30,14,HERO,FALSE,0,Sealed Falchion,,Aether,Fury 3,Chill Def 3,Sword Valor 3,
SP!Chrom,Chrom,Spring Exalt,43,35,32,28,20,0,Axe,13,-1,55,60,55,50,35,35,174,HERO,FALSE,0,Carrot Axe+,Shove,,Attack/Def +2,,Axe Experience 3,
FA!Chrom,Chrom,Fell Exalt,41,45,46,29,18,1,Sword,13,-1,55,70,80,55,35,15,95,REARM,FALSE,0,Arcane Devourer,Fate Unchanged…,Galeforce,Atk/Spd Clash 4,Spd/Def Snag 4,Inf. Spd Tactic,
Chulainn,Chulainn,Unbeaten Warrior,45,46,46,40,21,0,Sword,4,-1,60,80,80,70,35,5,-1,HERO,FALSE,0,Campaign Blade+,,Luna,Wind Boost 3,Spd/Def Bulwark 3,,
Citrinne,Citrinne,Caring Noble,38,46,27,22,44,0,GTome,17,-1,50,70,50,45,75,15,127,HERO,FALSE,0,Tome of Luxuries,,Iceberg,,Special Spiral 4,Atk/Res Oath 4,
Clair,Clair,Highborn Flier,37,26,36,24,33,2,Lance,15,-1,45,45,65,45,55,30,157,HERO,FALSE,0,Rhomphaia,Harsh Command,,,Hit and Run,Spur Spd 3,
SU!Clanne,Clanne,Summer Fan,38,40,46,19,45,0,CDagger,17,-1,50,70,80,35,75,10,-1,HERO,FALSE,0,Small Spade+,,Moonbow,Atk/Spd Finish 3,Spd/Def Tempo 3,,
Clarine,Clarine,Refined Noble,35,25,33,22,29,1,Staff,6,-1,45,45,55,40,50,30,235,HERO,FALSE,0,Martyr+,,Swift-Winds Balm,Resistance +3,,,
Clarisse,Clarisse,Sniper in the Dark,37,31,34,25,20,0,CBow,1,-1,45,55,60,45,35,35,169,HERO,FALSE,0,Sniper's Bow,,Glimmer,,Poison Strike 3,Threaten Def 3,
Claude,Claude,The Schemer,39,33,37,20,21,1,CBow,16,-1,50,60,60,35,40,30,193,HERO,FALSE,0,Cunning Bow,,Glimmer,,Lull Spd/Def 3,Def Smoke 3,
B!Claude,Claude,Almyra's King,42,36,40,23,25,2,CBow,16,-1,55,65,70,40,45,25,97,HERO,FALSE,0,Wind Parthia,,Moonbow,Fury 4,Chill Spd/Def 2,Atk/Spd Rein 3,
L!Claude,Claude,King of Unification,41,37,41,23,24,2,CBow,16,-1,55,65,70,40,45,25,93,LEGEND,FALSE,0,Failnaught,,Luna,Atk/Spd Catch 4,Fallen Star II,Guidance 4,
SU!Claude,Claude,Tropical Trouble,41,38,42,25,26,2,BDagger,16,-1,55,65,70,45,50,20,117,HERO,FALSE,0,Frozen Delight,,Moonbow,,Fallen Star,Spd/Def Rein 3,
FF!Claude,Claude,Golden Breeze,42,44,47,24,26,2,GDagger,16,-1,55,70,90,40,50,10,96,HERO,FALSE,0,Playful Pinwheel,,Lethality,Atk/Spd Prime 4,Deep Star,Atk/Spd Oath 4,
WI!Claude,Claude,Yuletide Schemer,41,43,46,32,34,3,CBow,16,-1,50,70,90,50,60,10,-1,HERO,FALSE,0,Golden Yule Bow+,,Sol,Atk/Spd Form 3,Chill Atk/Spd 2,,
Clive,Clive,Idealistic Knight,45,33,25,32,19,1,Lance,15,-1,60,55,45,55,35,30,208,HERO,FALSE,0,Lordly Lance,,Escutcheon,Defense +3,Hit and Run,,
Colm,Colm,Capable Thief,43,36,41,24,32,0,BDagger,8,-1,55,65,70,45,55,20,45,HERO,FALSE,0,Quick Dagger+,Pivot,Moonbow,Atk/Spd 2,Atk/Res Link 3,,
Conrad,Conrad,Masked Knight,40,31,22,34,35,1,Lance,15,-1,50,55,40,60,60,30,243,HERO,FALSE,0,Masked Lance,,Glacies,Bracing Stance 2,Chill Atk 3,,
V!Conrad,Conrad,Unmasked Knight,39,32,23,33,35,1,Sword,15,-1,50,55,40,60,60,30,233,HERO,FALSE,0,Melee Bouquet+,Ardent Sacrifice,,Brazen Def/Res 3,Wings of Mercy 3,,
Constance,Constance,Fallen Noble,39,42,40,17,29,2,RTome,16,-1,50,70,70,30,55,20,220,HERO,FALSE,0,Agnea's Arrow,Harsh Command+,,Atk/Spd Push 4,A/S Far Trace 3,Spd/Res Rein 3,
SU!Cordelia,Cordelia,Knight Paradise,41,32,38,28,18,1,Lance,13,-1,55,55,65,50,30,30,193,HERO,FALSE,0,Shell Lance+,Harsh Command,,Sturdy Blow 2,Dull Close 3,,
Cordelia,Cordelia,Knight Paragon,40,35,35,22,25,2,Lance,13,-1,50,60,60,40,45,30,77,HERO,TRUE,0,Cordelia's Lance,,Galeforce,Triangle Adept 3,Pass 3,,
BR!Cordelia,Cordelia,Perfect Bride,36,35,35,19,22,0,CBow,13,-1,45,60,60,35,40,35,255,HERO,FALSE,0,Cupid Arrow+,Rally Atk/Spd,,Escape Route 3,Breath of Life 3,,
WI!Cordelia,Cordelia,Unyielding Snow,40,44,43,33,23,2,Lance,13,-1,50,70,75,60,45,15,165,HERO,FALSE,0,Inseverable Spear,,Galeforce,Atk/Spd Clash 4,Flow Guard 3,Def/Res Hold,
Cormag,Cormag,Aloof Lanceman,42,36,32,34,23,2,Lance,8,-1,55,60,60,50,45,30,243,HERO,FALSE,0,Revenger Lance,,Ignis,,Dull Close 3,Def Opening 3,
Cornelia,Cornelia,Saint Consumed,42,46,23,26,40,0,Staff,16,-1,55,80,35,50,70,15,87,HERO,FALSE,0,Asclepius,Rehabilitate+,Miracle,Atk/Res Solo 3,Sabotage Def 3,,
M!Corrin,Corrin,Fateful Prince,42,32,32,28,24,0,Sword,14,-1,50,55,55,50,45,35,198,HERO,TRUE,0,Yato,,Dragon Fang,Defense +3,Obstruct 3,,
NY!M!Corrin,Corrin,Enjoying Tradition,37,32,30,34,18,0,CBow,14,-1,45,55,50,65,30,35,153,HERO,FALSE,0,Hama Ya+,Rally Def/Res,,Attack/Def +2,,Spur Def/Res 3,
P!M!Corrin,Corrin,Dream Prince,42,35,35,31,24,0,BDragon,14,-1,60,65,65,60,45,35,40,HERO,FALSE,0,Draconic Rage,,Dragon Fang,Atk/Def Bond 3,Null Follow-Up 3,Hone Dragons,
FA!M!Corrin,Corrin,Bloodbound Beast,42,38,38,33,26,0,BDragon,14,-1,55,70,70,65,50,30,42,HERO,FALSE,0,Brutal Breath,,Glimmer,Atk/Spd Solo 4,Null Follow-Up 3,Rouse Spd/Def 3,
NI!M!Corrin,Corrin,Daylight Ninja Act,41,40,38,35,28,0,Lance,14,-1,50,70,65,60,50,20,152,HERO,FALSE,0,Ninja Naginata+,,Draconic Aura,Swift Sparrow 2,Special Spiral 3,,
H!M!Corrin,Corrin,Celestial Sorcerer,44,44,21,44,39,0,GDragon,14,-1,60,80,40,85,70,15,130,HERO,FALSE,0,Starlight Stone,,Moonbow,Distant Stance,Dragon's Ire 4,,
L!M!Corrin,Corrin,Child of Dawn,40,40,46,27,46,0,GDragon,14,-1,50,75,90,50,80,10,162,LEGEND,FALSE,0,Hoshido's Breath,,Dragon Fang Shot,Spd/Res Finish 4,High Dragon Wall,Atk/Res Ploy 3,
F!Corrin,Corrin,Fateful Princess,41,27,34,34,21,0,BDragon,14,-1,50,45,65,60,35,35,2,HERO,TRUE,0,Gloom Breath,,Draconic Aura,,Seal Res 3,Hone Atk 3,
SU!F!Corrin,Corrin,Novice Vacationer,34,31,34,22,26,2,BTome,14,-1,40,55,60,40,45,30,182,HERO,FALSE,0,Sealife Time+,,Dragon Fang,Swift Strike 2,,Fortify Fliers,
P!F!Corrin,Corrin,Dream Princess,41,31,37,32,27,0,GDragon,14,-1,60,55,70,60,50,35,100,HERO,FALSE,0,Draconic Rage,Rally Atk/Spd+,,Atk/Spd Bond 3,,Fortify Dragons,
FA!F!Corrin,Corrin,Wailing Soul,43,35,37,31,27,0,CDragon,14,-1,65,65,70,55,50,30,102,HERO,FALSE,0,Savage Breath,,Dragon Fang,Atk/Spd Solo 3,Sudden Panic 3,,
L!F!Corrin,Corrin,Child of Dusk,41,38,40,34,29,0,CDragon,14,-1,60,70,75,60,50,25,158,LEGEND,FALSE,0,Primordial Breath,,Negating Fang II,Distant Counter,Guard 4,Joint Drive Atk,
NI!F!Corrin,Corrin,Nightfall Ninja Act,38,41,40,23,20,1,GTome,14,-1,50,70,70,45,35,20,210,DUO,FALSE,0,Ninjutsu Scrolls,Rally Up Def+,,Atk/Spd Push 4,S/R Far Trace 3,Joint Drive Atk,
H!F!Corrin,Corrin,Starry Seer,40,42,45,36,30,0,BDragon,14,-1,55,70,75,75,60,15,254,HERO,FALSE,0,Moonlight Stone,,Negating Fang,Atk/Spd Finish 4,Dragon's Wrath 4,Joint Drive Atk,
B!F!Corrin,Corrin,Silent Bloodline,42,40,46,37,40,3,CDragon,14,-1,65,70,80,70,70,10,162,HERO,FALSE,0,Vallastone,,Armored Floe,Realms United,Counter Roar 4,A/S Far Save 3,
Cynthia,Cynthia,Hero Chaser,38,32,37,27,29,2,Lance,13,-1,50,55,60,50,50,30,163,HERO,FALSE,0,Lance of Heroics,Shove,,,Spd/Def Link 3,Drive Atk 2,
Cyril,Cyril,Rhea's Attendant,46,42,44,35,26,0,RBow,16,-1,65,75,80,70,50,10,156,HERO,FALSE,0,Aptitude Arrows,,Vengeance,,Sudden Panic 3,Threat. Spd/Def 2,
Dagr,Dagr,Sun's Radiance,41,39,41,30,25,0,Axe,0,-1,50,70,70,50,45,25,60,MYTHIC,FALSE,0,Skinfaxi,,Dragon Fang,Atk/Spd Hexblade,Sun-Twin Wing+,Even Tempest 3,
NY!Dagr,Dagr,New Year Jötnar,40,41,42,27,22,2,GBow,0,-1,50,70,70,50,45,20,224,HERO,FALSE,0,Jötnar Bow,,Luna,Atk/Spd Push 4,Sun-Twin Wing,Atk/Def Rein 3,
AI!Dagr,Dagr,Sunny Bloom,40,45,47,37,30,0,Sword,0,-1,50,75,90,60,50,5,-1,ATTU,FALSE,0,Veðrfölnir's Edge,Reposition Gait,,Atk/Spd Excel,Veðrfölnir's Wing,Firm Canto Curb,
FF!Dagr,Dagr,Bluster Princess,41,45,46,30,22,1,Sword,0,-1,55,80,70,55,45,10,111,HERO,FALSE,0,Fujin Uchiwa,,Draconic Aura,Atk/Spd Clash 4,Twin-Sky Wing,Alarm Atk/Spd,
PI!Darros,Darros,Seawalker,46,36,32,37,21,0,Axe,1,-1,60,60,60,65,35,30,7,HERO,FALSE,0,Deck Swabber+,Shove,,Earth Boost 3,,Odd Def Wave 3,
Death Knight,Death Knight,The Reaper,40,35,25,30,27,1,Lance,16,-1,50,60,45,50,50,30,114,HERO,FALSE,0,Scythe of Sariel,,Blazing Flame,,Escape Route 3,Close Guard 3,
Dedue,Dedue,Dimitri's Vassal,50,45,17,45,28,3,Axe,16,-1,70,75,30,75,45,25,81,HERO,FALSE,0,Steadfast Axe+,,Pavise,Sturdy Stance 3,,A/D Near Save 3,
SU!Dedue,Dedue,Loyal Life Guard,45,46,20,47,35,0,Axe,16,-1,55,80,35,90,55,10,-1,HERO,FALSE,0,Anchor Axe+,,Pavise,Solid Ground 3,,Even Def Wave 3,
DE!Deen,Deen,Bladed Sandstorm,43,36,39,27,23,1,CDagger,15,-1,55,65,70,50,40,20,113,HERO,FALSE,0,Bone Carver+,Swap,,,Spd/Def Snag 3,Odd Spd Wave 3,
L!Deirdre,Deirdre,Fated Saint,40,43,32,19,43,0,BTome,4,-1,50,70,60,35,75,15,250,LEGEND,FALSE,0,Spirit Forest Writ,,Circlet of Balance,Still Water 4,Atk/Res Tempo 3,Atk/Res Menace,
Deirdre,Deirdre,Lady of the Forest,36,33,28,16,35,0,GTome,4,-1,45,55,50,30,60,35,30,HERO,TRUE,0,Divine Naga,Ardent Sacrifice,,,Quick Riposte 3,Spd Ploy 3,
Delthea,Delthea,Free Spirit,33,36,34,13,31,0,BTome,15,-1,40,60,60,25,55,35,206,HERO,TRUE,0,Dark Aura,,Miracle,Death Blow 3,,Drive Atk 2,
SP!Delthea,Delthea,Prodigy in Bloom,36,43,40,16,28,1,BTome,15,-1,45,75,70,30,50,20,160,HERO,FALSE,0,Bright-Shell Egg,,Glimmer,Atk/Spd Catch 4,S/R Far Trace 3,Rouse Atk/Spd 4,
FA!Delthea,Delthea,Tatarrah's Puppet,41,36,33,19,28,0,BTome,15,-1,55,60,55,35,50,30,154,HERO,FALSE,0,Death,,Glacies,Death Blow 3,,Even Atk Wave 3,
Dew,Dew,Benevolent Thief,41,42,48,37,24,0,RDagger,4,-1,50,70,90,70,40,5,-1,HERO,FALSE,0,Helping Dagger+,,Sol,Spd/Def Finish 3,,Atk/Spd Gap 3,
H!Dheginsea,Dheginsea,Harvest Goldoan,45,45,14,41,39,3,RDragon,10,-1,60,75,25,65,70,25,56,HERO,FALSE,0,Blackfire Breath+,,Draconic Aura,Sturdy Stance 3,Slick Fighter 3,,
Diamant,Diamant,Rising Power,41,46,36,43,21,0,Sword,17,-1,55,70,70,75,35,15,6,HERO,FALSE,0,Fair-Fight Blade,,Bonfire,Atk/Def Finish 4,Atk/Spd Bulwark 3,Time's Pulse 4,
NI!Diamant,Diamant,Gallant Ninja,40,48,38,48,25,0,Axe,17,-1,50,90,60,75,50,5,-1,HERO,FALSE,0,Bold Kusarigama,,Boulder,Atk/Def Finish 4,A/D Spiked Wall,Endless Tempest,
Dieck,Dieck,Wounded Tiger,40,40,35,36,25,0,Axe,6,-1,50,70,60,60,45,25,181,HERO,FALSE,0,Tiger-Roar Axe,,Luna,Close Def 4,Null Follow-Up 3,Threat. Atk/Def 3,
Dimitri,Dimitri,The Protector,40,36,29,34,18,1,Lance,16,-1,50,60,55,55,35,30,91,HERO,FALSE,0,Noble Lance,,Vengeance,Death Blow 4,Lull Atk/Def 3,,
B!Dimitri,Dimitri,King of Faerghus,41,40,36,40,19,0,Lance,16,-1,50,70,65,70,30,25,251,HERO,FALSE,0,Moon Gradivus,,Noontime,Atk/Def Unity,Blue Lion Rule,Joint Hone Atk,
FA!Dimitri,Dimitri,Savage Boar,40,42,40,38,17,0,Lance,16,-1,50,70,75,60,30,25,98,HERO,FALSE,0,Vengeful Lance,,Glimmer,Atk/Spd Solo 4,Murderous Lion,Odd Tempest 3,
L!Dimitri,Dimitri,Savior King,40,41,41,37,18,0,Lance,16,-1,50,70,75,60,30,25,55,LEGEND,FALSE,0,Areadbhar,,Blazing Wind,Atk/Spd Clash 4,Atrocity II,Odd Tempest 3,
SU!Dimitri,Dimitri,Sky-Blue Lion,40,42,40,35,17,1,Axe,16,-1,50,75,70,60,30,20,207,HERO,FALSE,0,Unyielding Oar,,Glimmer,Atk/Spd Catch 4,Atrocity,Spd/Def Menace,
WI!Dimitri,Dimitri,Blessed Protector,41,47,46,32,19,1,Axe,16,-1,50,90,75,55,35,10,180,HERO,FALSE,0,Blue Yule Axe,,No Quarter,Atk/Spd Prime 4,Barbarity,Panic Smoke 4,
Díthorba,Díthorba,Cutting Knight,43,35,38,23,33,2,Lance,4,-1,55,65,65,40,55,25,94,HERO,FALSE,0,Heavenly Icicle,,Glacies,,Flier Formation 3,Spd/Res Oath 3,
Donnel,Donnel,Village Hero,43,35,29,32,23,0,Lance,13,-1,60,65,55,60,45,30,52,HERO,FALSE,0,Hewn Lance,Reciprocal Aid,,HP +5,Drag Back,,
SU!Donnel,Donnel,Sunny Villager,46,45,31,40,30,0,Axe,13,-1,70,80,60,70,55,15,168,HERO,FALSE,0,Wooden Tackle+,Reciprocal Aid,,Atk/Def Form 3,Chill Def/Res 2,,
H!Dorcas,Dorcas,Pumpkin Smasher,49,41,25,37,21,3,Axe,7,-1,60,70,45,65,35,30,116,HERO,FALSE,0,Hack-o'-Lantern+,Swap,,Sturdy Stance 2,Wary Fighter 3,,
Dorcas,Dorcas,Serene Warrior,45,35,23,35,24,0,Axe,7,-1,60,60,40,60,45,35,184,HERO,FALSE,0,Stout Tomahawk,,Draconic Aura,Fierce Stance 3,Quick Riposte 3,Infantry Pulse 3,
Dorothea,Dorothea,Daring Ex-Singer,40,40,36,17,45,0,BTome,16,-1,50,75,60,30,90,5,-1,HERO,FALSE,1,Blárvulture+,Sing,,,Spd Cantrip 3,Inf. Null Follow 3,
SU!Dorothea,Dorothea,Solar Songstress,38,37,36,16,30,0,CDagger,16,-1,50,70,65,30,55,30,50,HERO,FALSE,0,Hidden Thorns+,Dance,,,Atk Cantrip 3,Hone Atk 4,
DE!Dorothea,Dorothea,Twilit Harmony,37,38,35,16,26,2,RTome,16,-1,50,70,60,30,50,25,150,,FALSE,0,Fell Candelabra,Dance,,Swift Impact,Firestorm Dance 2,Atk/Spd Rein 3,
WI!Dorothea,Dorothea,Yuletide Dancer,36,41,41,16,25,1,RTome,16,-1,50,75,70,30,50,15,151,HERO,FALSE,0,Sevenfold Gifts,Sing,,,S/R Far Trace 3,Inf. Spd Tactic,
Dorothy,Dorothy,Devoted Archer,40,46,43,25,28,0,CBow,6,-1,50,80,70,45,55,15,201,HERO,FALSE,0,Defier's Bow+,Ardent Sacrifice,,Spd/Res Ideal 3,,Atk/Res Oath 3,
H!Dozla,Dozla,Harvest Attendant,45,38,29,35,27,3,CDagger,8,-1,55,70,50,60,45,30,136,HERO,FALSE,0,Pumpkin-a-Box+,Rally Atk/Def+,,AR-D Atk/Def 3,,Armor March 3,
