Name,Description,Letter,Tier,Effect1,Level1,Effect2,Level2,Effect3,Level3,Effect4,Level4,Effect5,Level5,RestrictedMovement,RestrictedWeapons,ExclusiveUser1,ExclusiveUser2,ExclusiveUser3
Wind Boost 2,"At start of combat, if unit's HP ≥ foe's HP+3, grants Spd+4 during combat.",A,2,windBoost,2,,,,,,,,,Any,Any,,,
Wind Boost 3,"At start of combat, if unit's HP ≥ foe's HP+3, grants Spd+6 during combat.",A,3,windBoost,3,,,,,,,,,Any,Any,,,
Earth Boost 1,"At start of combat, if unit's HP ≥ foe's HP+3, grants Def+2 during combat.",A,1,earthBoost,1,,,,,,,,,Any,Any,,,
Earth Boost 2,"At start of combat, if unit's HP ≥ foe's HP+3, grants Def+4 during combat.",A,2,earthBoost,2,,,,,,,,,Any,Any,,,
Earth Boost 3,"At start of combat, if unit's HP ≥ foe's HP+3, grants Def+6 during combat.",A,3,earthBoost,3,,,,,,,,,Any,Any,,,
Water Boost 1,"At start of combat, if unit's HP ≥ foe's HP+3, grants Res+2 during combat.",A,1,waterBoost,1,,,,,,,,,Any,Any,,,
Water Boost 2,"At start of combat, if unit's HP ≥ foe's HP+3, grants Res+4 during combat.",A,2,waterBoost,2,,,,,,,,,Any,Any,,,
Water Boost 3,"At start of combat, if unit's HP ≥ foe's HP+3, grants Res+6 during combat.",A,3,waterBoost,3,,,,,,,,,Any,Any,,,
Firestorm Boost 3,"Grants HP+5. At start of combat, if unit's HP ≥ 50%, grants Atk/Spd+7 to unit during combat, and also, if unit is within 2 spaces of an ally with HP ≥ 50%, inflicts Special cooldown charge -1 on foe per attack during combat (only highest value applied; does not stack).",A,4,HPBoost,5,fireBoost4,0,windBoost4,0,guardBoost,0,,,Any,Any,,,
Earthfire Boost 3,"Grants HP+5. At start of combat, if unit's HP ≥ 50%, grants Atk/Def+7 to unit during combat, and also, if unit is within 2 spaces of an ally with HP ≥ 50%, inflicts Special cooldown charge -1 on foe per attack during combat (only highest value applied; does not stack).",A,4,HPBoost,5,fireBoost4,0,earthBoost4,4,guardBoost,0,,,Any,Any,,,
Fireflood Boost 3,"Grants HP+5. At start of combat, if unit's HP ≥ 50%, grants Atk/Res+7 to unit during combat, and also, if unit is within 2 spaces of an ally with HP ≥ 50%, inflicts Special cooldown charge -1 on foe per attack during combat (only highest value applied; does not stack).",A,4,HPBoost,5,fireBoost4,0,waterBoost4,4,guardBoost,0,,,Any,Any,,,
Earthwind Boost 3,"Grants HP+5. At start of combat, if unit's HP ≥ 50%, grants Spd/Def+7 to unit during combat, and also, if unit is within 2 spaces of an ally with HP ≥ 50%, inflicts Special cooldown charge -1 on foe per attack during combat (only highest value applied; does not stack).",A,4,HPBoost,5,windBoost4,0,earthBoost4,4,guardBoost,0,,,Any,Any,,,
Deluge Boost 3,"At start of combat, if unit's HP ≥ 50%, grants Spd/Res+7 to unit during combat, and also, if unit is within 2 spaces of an ally with HP ≥ 50%, inflicts Special cooldown charge -1 on foe per attack during combat (only highest value applied; does not stack).",A,4,HPBoost,5,windBoost4,0,waterBoost4,4,guardBoost,0,,,Any,Any,,,
Diluvial Boost,"Grants HP+5. If foe initiates combat or if unit's HP ≥ 50% at start of combat, grants Spd/Def/Res+9 to unit during combat and restores 7 HP to unit after combat.",A,4,HPBoost,5,diluvialBoost,0,,,,,,,Inf-Cav-Fly,Any,,,
Primordial Boost,"Grants HP+5. If foe initiates combat or if unit's HP ≥ 50% at start of combat, grants Spd/Def/Res+9 to unit during combat and restores 7 HP to unit after combat.",A,4,HPBoost,5,primordialBoost,0,,,,,,,Inf-Cav-Fly,Any,,,
Atk/Spd Bond 1,"If unit is adjacent to an ally, grants Atk/Spd+3 during combat.",A,1,atkBond,3,spdBond,3,,,,,,,Any,Any,,,
Atk/Spd Bond 2,"If unit is adjacent to an ally, grants Atk/Spd+4 during combat.",A,2,atkBond,4,spdBond,4,,,,,,,Any,Any,,,
Atk/Spd Bond 3,"If unit is adjacent to an ally, grants Atk/Spd+5 during combat.",A,3,atkBond,5,spdBond,5,,,,,,,Any,Any,,,
Atk/Spd Bond 4,"If unit is adjacent to an ally, grants Atk/Spd+7 to unit and neutralizes unit's penalties to Atk/Spd during combat.",A,4,atkBond,7,spdBond,7,ABPenalty,0,SBPenalty,0,,,Any,Any,,,
Atk/Spd Unity,"If unit is within 2 spaces of an ally, grants Atk/Spd+5 to unit during combat, and also, if unit is inflicted with any Atk/Spd penalty, grants bonus to unit's Atk/Spd during combat = current penalty on each of those stats x 2 (Example: If unit has -7 penalty to Atk, grants Atk+14, for a net bonus of Atk+12.) Calculates each stat bonus independently.",A,4,unityAtkSpd,5,,,,,,,,,Any,Any,,,
Atk/Def Bond 1,"If unit is adjacent to an ally, grants Atk/Def+3 during combat.",A,1,atkBond,3,defBond,3,,,,,,,Any,Any,,,
Atk/Def Bond 2,"If unit is adjacent to an ally, grants Atk/Def+4 during combat.",A,2,atkBond,4,defBond,4,,,,,,,Any,Any,,,
Atk/Def Bond 3," If unit is adjacent to an ally, grants Atk/Def+5 during combat.",A,3,atkBond,5,defBond,5,,,,,,,Any,Any,,,
Atk/Def Bond 4,"If unit is adjacent to an ally, grants Atk/Def+7 to unit and neutralizes unit's penalties to Atk/Def during combat.",A,4,atkBond,7,defBond,7,ABPenalty,0,DBPenalty,0,,,Any,Any,,,
Atk/Def Unity,"If unit is within 2 spaces of an ally, grants Atk/Def+5 and bonus to Atk/Def during combat = current penalty on each of those stats x 2. (Example: If unit has -7 penalty to Atk, grants Atk+19, for a net bonus of Atk+12) Calculates each stat bonus independently.",A,4,unityAtkDef,5,,,,,,,,,Any,Any,,,
Atk/Res Bond 1,"If unit is adjacent to an ally, grants Atk/Res+3 during combat.",A,1,atkBond,3,resBond,3,,,,,,,Any,Any,,,
Atk/Res Bond 2,"If unit is adjacent to an ally, grants Atk/Res+4 during combat.",A,2,atkBond,4,resBond,4,,,,,,,Any,Any,,,
Atk/Res Bond 3,"If unit is adjacent to an ally, grants Atk/Res+5 during combat.",A,3,atkBond,5,resBond,5,,,,,,,Any,Any,,,
Atk/Res Bond 4,"If unit is adjacent to an ally, grants Atk/Res+7 to unit and neutralizes unit's penalties to Atk/Res during combat.",A,4,atkBond,7,resBond,7,ABPenalty,0,RBPenalty,0,,,Any,Any,,,
Atk/Res Unity,"If unit is within 2 spaces of an ally, grants Atk/Res+5 and bonus to Atk/Res during combat = current penalty on each of those stats x 2 (Example: If unit has -7 penalty to Atk, grants Atk+19, for a net bonus of Atk+12.) Calculates each stat bonus independently.",A,4,unityAtkRes,5,,,,,,,,,Any,Any,,,
Spd/Def Bond 1,"If unit is adjacent to an ally, grants Spd/Def+3 during combat.",A,1,spdBond,3,defBond,3,,,,,,,Any,Any,,,
Spd/Def Bond 2,"If unit is adjacent to an ally, grants Spd/Def+4 during combat.",A,2,spdBond,4,defBond,4,,,,,,,Any,Any,,,
Spd/Def Bond 3,"If unit is adjacent to an ally, grants Spd/Def+5 during combat.",A,3,spdBond,5,defBond,5,,,,,,,Any,Any,,,
Spd/Def Bond 4,"If unit is adjacent to an ally, grants Spd/Def+7 to unit and neutralizes unit's penalties to Spd/Def during combat.",A,4,spdBond,7,defBond,7,SBPenalty,0,DBPenalty,0,,,Any,Any,,,
Spd/Def Unity,"If unit is within 2 spaces of an ally, grants Spd/Def+5 and bonus to Spd/Def during combat = current penalty on each of those stats × 2. (Example: if unit has -7 penalty to Spd, grants Spd+19, for a net bonus of Spd+12.) Calculates each stat bonus independently.",A,4,unitySpdDef,5,,,,,,,,,Any,Any,,,
Spd/Res Bond 1,"If unit is adjacent to an ally, grants Spd/Res+3 during combat.",A,1,spdBond,3,resBond,3,,,,,,,Any,Any,,,
Spd/Res Bond 2,"If unit is adjacent to an ally, grants Spd/Res+4 during combat.",A,2,spdBond,4,resBond,4,,,,,,,Any,Any,,,
Spd/Res Bond 3,"If unit is adjacent to an ally, grants Spd/Res+5 during combat.",A,3,spdBond,5,resBond,5,,,,,,,Any,Any,,,
Spd/Res Bond 4,"If unit is adjacent to an ally, grants Spd/Res+7 to unit and neutralizes unit's penalties to Spd/Res during combat.",A,4,spdBond,7,resBond,7,SBPenalty,0,RBPenalty,0,,,Any,Any,,,
Def/Res Bond 1,"If unit is adjacent to an ally, grants Def/Res+3 during combat.",A,1,defBond,3,resBond,3,,,,,,,Any,Any,,,
Def/Res Bond 2,"If unit is adjacent to an ally, grants Def/Res+4 during combat.",A,2,defBond,4,resBond,4,,,,,,,Any,Any,,,
Def/Res Bond 3,"If unit is adjacent to an ally, grants Def/Res+5 during combat.",A,3,defBond,5,resBond,5,,,,,,,Any,Any,,,
Def/Res Bond 4,"If unit is adjacent to an ally, grants Def/Res+7 to unit and neutralizes unit's penalties to Def/Res during combat.",A,4,defBond,7,resBond,7,DBPenalty,0,RBPenalty,0,,,Any,Any,,,
Def/Res Unity,"If unit is within 2 spaces of an ally, grants Def/Res+5 and bonus to Def/Res during combat = current penalty on each of those stats x 2 (Example: If unit has -7 penalty to Def, grants Def+19, for a net bonus of Def+12.) Calculates each stat bonus independently.",A,4,unityDefRes,5,,,,,,,,,Any,Any,,,
Atk/Spd Solo 1,"If unit is not adjacent to an ally, grants Atk/Spd +2 during combat.",A,1,atkSolo,2,spdSolo,2,,,,,,,Any,Any,,,
Atk/Spd Solo 2,"If unit is not adjacent to an ally, grants Atk/Spd +4 during combat.",A,2,atkSolo,4,spdSolo,4,,,,,,,Any,Any,,,
Atk/Spd Solo 3,"If unit is not adjacent to an ally, grants Atk/Spd +6 during combat.",A,3,atkSolo,6,spdSolo,6,,,,,,,Any,Any,,,
Atk/Spd Solo 4,"If unit is not adjacent to an ally, grants Atk/Spd +7 during combat.",A,4,atkSolo,7,spdSolo,7,,,,,,,Any,Any,,,
Atk/Spd Wild,"If number of adjacent allies other than beast or dragon allies ≤ 1, or if unit is transformed, grants Atk/Spd+7 to unit during combat and grants Special cooldown charge +1 to unit per attack during combat (only highest value applied; does not stack), and restores 7 HP to unit after combat.",A,4,atkSpdWild,0,,,,,,,,,Any,NotBeast,,,
Atk/Def Solo 1,"If unit is not adjacent to an ally, grants Atk/Def+2 during combat.",A,1,atkSolo,2,defSolo,2,,,,,,,Any,Any,,,
Atk/Def Solo 2,"If unit is not adjacent to an ally, grants Atk/Def+4 during combat.",A,2,atkSolo,4,defSolo,4,,,,,,,Any,Any,,,
Atk/Def Solo 3,"If unit is not adjacent to an ally, grants Atk/Def+6 during combat.",A,3,atkSolo,6,defSolo,6,,,,,,,Any,Any,,,
Atk/Def Solo 4,"If unit is not adjacent to an ally, grants Atk/Def+7 during combat.",A,4,atkSolo,7,defSolo,7,,,,,,,Any,Any,,,
Atk/Res Solo 1,"If unit is not adjacent to an ally, grants Atk/Res +2 during combat.",A,1,atkSolo,2,resSolo,2,,,,,,,Any,Any,,,
Atk/Res Solo 2,"If unit is not adjacent to an ally, grants Atk/Res +4 during combat.",A,2,atkSolo,4,resSolo,4,,,,,,,Any,Any,,,
Atk/Res Solo 3,"If unit is not adjacent to an ally, grants Atk/Res +6 during combat.",A,3,atkSolo,6,resSolo,6,,,,,,,Any,Any,,,
Atk/Res Solo 4,"If unit is not adjacent to an ally, grants Atk/Res +7 during combat.",A,4,atkSolo,7,resSolo,7,,,,,,,Any,Any,,,
Spd/Def Solo 1,"If unit is not adjacent to an ally, grants Spd/Def+2 during combat.",A,1,spdSolo,2,defSolo,2,,,,,,,Any,Any,,,
Spd/Def Solo 2,"If unit is not adjacent to an ally, grants Spd/Def+4 during combat.",A,2,spdSolo,4,defSolo,4,,,,,,,Any,Any,,,
Spd/Def Solo 3,"If unit is not adjacent to an ally, grants Spd/Def+6 during combat.",A,3,spdSolo,6,defSolo,6,,,,,,,Any,Any,,,
Spd/Def Solo 4,"If unit is not adjacent to an ally, grants Spd/Def+7 during combat.",A,4,spdSolo,7,defSolo,7,,,,,,,Any,Any,,,
Spd/Res Solo 1,"If unit is not adjacent to an ally, grants Spd/Res+2 during combat.",A,1,spdSolo,2,resSolo,2,,,,,,,Any,Any,,,
Spd/Res Solo 2,"If unit is not adjacent to an ally, grants Spd/Res+4 during combat.",A,2,spdSolo,4,resSolo,4,,,,,,,Any,Any,,,
Spd/Res Solo 3,"If unit is not adjacent to an ally, grants Spd/Res+6 during combat.",A,3,spdSolo,6,resSolo,6,,,,,,,Any,Any,,,
Spd/Res Solo 4,"If unit is not adjacent to an ally, grants Spd/Res+7 during combat.",A,4,spdSolo,7,resSolo,7,,,,,,,Any,Any,,,
Def/Res Solo 1,"If unit is not adjacent to an ally, grants Def/Res+2 during combat.",A,1,defSolo,2,resSolo,2,,,,,,,Any,Any,,,
Def/Res Solo 2,"If unit is not adjacent to an ally, grants Def/Res+4 during combat.",A,2,defSolo,4,resSolo,4,,,,,,,Any,Any,,,
Def/Res Solo 3,"If unit is not adjacent to an ally, grants Def/Res+6 during combat.",A,3,defSolo,6,resSolo,6,,,,,,,Any,Any,,,
Def/Res Solo 4,"If unit is not adjacent to an ally, grants Def/Res+7 during combat.",A,4,defSolo,7,resSolo,7,,,,,,,Any,Any,,,
Atk/Spd Form 1,"If unit is within 2 spaces of an ally, grants Atk/Spd+X to unit during combat (X = number of allies within 2 spaces; max 3).",A,1,atkForm,1,spdForm,1,,,,,,,Any,Any,,,
Atk/Spd Form 2,"If unit is within 2 spaces of an ally, grants Atk/Spd+X to unit during combat (X = number of allies within 2 spaces + 2; max 5).",A,2,atkForm,2,spdForm,2,,,,,,,Any,Any,,,
Atk/Spd Form 3,"If unit is within 2 spaces of an ally, grants Atk/Spd+X to unit during combat (X = 2 × number of allies within 2 spaces, + 1; max 7).",A,3,atkForm,3,spdForm,3,,,,,,,Any,Any,,,
Atk/Spd Fortune,"If unit can transform, transformation effects gain ""if unit is within 2 spaces of a beast or dragon ally, or if number of adjacent allies other than beast or dragon allies ≤ 2"" as a trigger condition (in addition to existing conditions). If defending in Aether Raids, at the start of enemy turn 1, if conditions for transforming are met, unit transforms. If unit is transformed or if foe initiates combat, grants Atk/Spd+8 to unit and neutralizes foe's bonuses to Spd/Def during combat, and restores 7 HP to unit after combat.",A,4,atkFortune,8,spdFortune,8,fortuneCond,0,fortuneHeal,7,,,Any,NotBeast,,,
Sway Atk/Spd,"If unit initiates combat or is within 3 spaces of an ally, grants bonus to unit's Atk/Spd during combat = 8 + number of allies within 3 spaces of unit × 2 (max 12), and calculates damage from staff like other weapons.",A,4,atkSpdSway,0,,,,,,,,,Any,NotStaff,,,
Atk/Spd Tidings,"If unit initiates combat or is within 3 spaces of an ally, grants bonus to unit's Atk/Spd = number of allies within 3 spaces of unit × 2, + 8 (max 12), and foe cannot counterattack during combat.",A,4,atkSpdTidings,0,,,,,,,,,Any,NotStaff,,,
Atk/Def Form 1,"If unit is within 2 spaces of an ally, grants Atk/Def+X to unit during combat. (X = number of allies within 2 spaces; max 3.)",A,1,atkForm,1,defForm,1,,,,,,,Any,Any,,,
Atk/Def Form 2,"If unit is within 2 spaces of an ally, grants Atk/Def+X to unit during combat. (X = number of allies within 2 spaces + 2; max 5.)",A,2,atkForm,2,defForm,2,,,,,,,Any,Any,,,
Atk/Def Form 3,"If unit is within 2 spaces of an ally, grants Atk/Def+X to unit during combat. (X = 2 × number of allies within 2 spaces, + 1; max 7.)",A,3,atkForm,3,defForm,3,,,,,,,Any,Any,,,
Atk/Def Fortune,"If unit can transform, transformation effects gain ""if unit is within 2 spaces of a beast or dragon ally, or if number of adjacent allies other than beast or dragon allies ≤ 2"" as a trigger condition (in addition to existing conditions). If defending in Aether Raids, at the start of enemy turn 1, if conditions for transforming are met, unit transforms. If unit is transformed or if foe initiates combat, grants Atk/Def+8 to unit and neutralizes foe's bonuses to Atk/Def during combat, and restores 7 HP to unit after combat.",A,4,atkFortune,8,defFortune,8,fortuneCond,0,fortuneHeal,7,,,Any,NotBeast,,,
Atk/Res Form 1,"If unit is within 2 spaces of an ally, grants Atk/Res+X to unit during combat. (X = 2 x number of allies within 2 spaces + 1; max 3.)",A,1,atkForm,1,resForm,1,,,,,,,Any,Any,,,
Atk/Res Form 2,"If unit is within 2 spaces of an ally, grants Atk/Res+X to unit during combat. (X = 2 x number of allies within 2 spaces + 1; max 5.)",A,2,atkForm,2,resForm,2,,,,,,,Any,Any,,,
Atk/Res Form 3,"If unit is within 2 spaces of an ally, grants Atk/Res+X to unit during combat. (X = 2 x number of allies within 2 spaces + 1; max 7.)",A,3,atkForm,3,resForm,3,,,,,,,Any,Any,,,
Atk/Res Fortune,"If unit can transform, transformation effects gain ""if unit is within 2 spaces of a beast or dragon ally, or if number of adjacent allies other than beast or dragon allies ≤ 2"" as a trigger condition (in addition to existing conditions). If defending in Aether Raids, at the start of enemy turn 1, if conditions for transforming are met, unit transforms. If unit is transformed or if foe initiates combat, grants Atk/Res+8 to unit and neutralizes foe's bonuses to Atk/Def during combat, and restores 7 HP to unit after combat.",A,4,atkFortune,8,resFortune,8,fortuneCond,0,fortuneHeal,7,,,Any,NotBeast,,,
Sway Atk/Res,"If unit initiates combat or is within 3 spaces of an ally, grants bonus to unit's Atk/Res during combat = 8 + number of allies within 3 spaces of unit × 2 (max 12), and calculates damage from staff like other weapons.",A,4,atkResSway,0,,,,,,,,,Any,NotStaff,,,
Atk/Res Tidings,"If unit initiates combat or is within 3 spaces of an ally, grants bonus to unit's Atk/Res = number of allies within 3 spaces of unit × 2, + 8 (max 12), and foe cannot counterattack during combat.",A,4,atkResTidings,0,,,,,,,,,Any,NotStaff,,,
Spd/Def Form 1,"If unit is within 2 spaces of an ally, grants Spd/Def+X to unit during combat. (X = number of allies within 2 spaces; max 3.)",A,1,spdForm,1,defForm,1,,,,,,,Any,Any,,,
Spd/Def Form 2,"If unit is within 2 spaces of an ally, grants Spd/Def+X to unit during combat. (X = number of allies within 2 spaces + 2; max 5.)",A,2,spdForm,2,defForm,2,,,,,,,Any,Any,,,
Spd/Def Form 3,"If unit is within 2 spaces of an ally, grants Spd/Def+X to unit during combat. (X = 2 × number of allies within 2 spaces, + 1; max 7.)",A,3,spdForm,3,defForm,3,,,,,,,Any,Any,,,
Spd/Res Form 1,"If unit is within 2 spaces of an ally, grants Spd/Res+X to unit during combat. (X = number of allies within 2 spaces; max 3.)",A,1,spdForm,1,resForm,1,,,,,,,Any,Any,,,
Spd/Res Form 2,"If unit is within 2 spaces of an ally, grants Spd/Res+X to unit during combat. (X = number of allies within 2 spaces + 2; max 5.)",A,2,spdForm,2,resForm,2,,,,,,,Any,Any,,,
Spd/Res Form 3,"If unit is within 2 spaces of an ally, grants Spd/Res+X to unit during combat. (X = 2 × number of allies within 2 spaces, + 1; max 7.)",A,3,spdForm,3,resForm,3,,,,,,,Any,Any,,,
Def/Res Form 1,"If unit is within 2 spaces of an ally, grants Def/Res+X to unit during combat. (X = 2 x number of allies within 2 spaces + 1; max 3.)",A,1,defForm,1,resForm,1,,,,,,,Any,Any,,,
Def/Res Form 2,"If unit is within 2 spaces of an ally, grants Def/Res+X to unit during combat. (X = 2 x number of allies within 2 spaces + 1; max 5.)",A,2,defForm,2,resForm,2,,,,,,,Any,Any,,,
Def/Res Form 3,"If unit is within 2 spaces of an ally, grants Def/Res+X to unit during combat. (X = 2 x number of allies within 2 spaces + 1; max 7.)",A,3,defForm,3,resForm,3,,,,,,,Any,Any,,,
Atk/Spd Catch 1,"At start of combat, if foe's HP = 100% or if [Penalty] is active on foe, grants Atk/Spd+3 to unit during combat.",A,1,atkCatch,3,spdCatch,3,,,,,,,Inf-Armor,Any,,,
Atk/Spd Catch 2,"At start of combat, if foe's HP = 100% or if [Penalty] is active on foe, grants Atk/Spd+4 to unit during combat.",A,2,atkCatch,4,spdCatch,4,,,,,,,Inf-Armor,Any,,,
Atk/Spd Catch 3,"At start of combat, if foe's HP = 100% or if [Penalty] is active on foe, grants Atk/Spd+5 to unit during combat.",A,3,atkCatch,5,spdCatch,5,,,,,,,Inf-Armor,Any,,,
Atk/Spd Catch 4,"At start of combat, if foe's HP = 100% or if [Penalty] is active on foe, grants Atk/Spd+7 to unit during combat. At start of combat, if foe's HP=100% and [Penalty] is active on foe, grants an additional Atk/Spd+2 to unit during combat.",A,4,atkCatch,7,spdCatch,7,catch4Atk,2319,catch4Spd,2319,,,Inf-Armor,Any,,,
Atk/Spd Mastery,"If unit has entered combat during the current turn, enables [Canto (2)]. At start of combat, if foe's HP ≥ 50%, grants Atk/Spd+7 to unit during combat, and also, if any space within 2 spaces of unit has a Divine Vein effect applied or counts as difficult terrain, excluding impassable terrain, grants Atk/Spd+4 to unit during combat.",A,4,atkSpdMastery,0,,,,,,,,,Inf-Armor-Cav,Any,,,
Trample,"If unit initiates combat or if foe's HP ≥ 75% at start of combat, grants Atk/Spd+7 to unit during combat, and also, if foe is infantry or armored, or if any space within 2 spaces of unit has a Divine Vein effect applied or counts as difficult terrain, excluding impassable terrain, grants an additional Atk/Spd+3 to unit and unit deals +5 damage during combat (excluding area-of-effect Specials). If unit initiates combat, unit can make a follow-up attack before foe's next attack.",A,4,trample,0,,,,,,,,,Inf-Armor-Cav,Ranged,,,
Atk/Def Catch 1,"At start of combat, if foe's HP = 100% or if [Penalty] is active on foe, grants Atk/Def+3 to unit during combat.",A,1,atkCatch,3,defCatch,3,,,,,,,Inf-Armor,Any,,,
Atk/Def Catch 2,"At start of combat, if foe's HP = 100% or if [Penalty] is active on foe, grants Atk/Def+5 to unit during combat.",A,2,atkCatch,4,defCatch,4,,,,,,,Inf-Armor,Any,,,
Atk/Def Catch 3,"At start of combat, if foe's HP = 100% or if [Penalty] is active on foe, grants Atk/Def+4 to unit during combat.",A,3,atkCatch,5,defCatch,5,,,,,,,Inf-Armor,Any,,,
