IntName,Name,Epithet,HP,Atk,Spd,Def,Res,Movement,Weapon Type,Game,Secondary Game,HP Grow,Atk Grow,Spd Grow,Def Grow,Res Grow,DFlowerLimit,BVID,HeroType,HasResp,RefreshType
H!Rhea,Rhea,Witch of Creation,40,43,18,39,42,0,GDragon,16,-1,50,75,30,70,70,15,234,0,FALSE,0
SU!Rhys,Rhys,Gentle Basker,44,34,27,21,36,0,Staff,10,-1,60,55,50,40,60,25,61,0,FALSE,0
TH!Rickard,Rickard,Carefree Culprit,38,38,42,33,25,2,Sword,1,-1,45,70,70,60,45,15,251,0,FALSE,0
Ricken,Ricken,Shepherd Novice,40,43,39,24,30,0,GTome,13,-1,55,70,70,45,50,10,36,0,FALSE,0
Riev,Riev,Blood Beryl,43,39,25,23,40,0,BTome,8,-1,55,65,45,45,70,15,50,0,FALSE,0
DA!Rinea,Rinea,Reminiscent Belle,38,30,33,23,28,0,BTome,15,-1,50,55,60,45,50,25,38,0,FALSE,0
FF!Rinkah,Rinkah,Consuming Flame,40,37,41,44,25,0,Sword,14,-1,50,65,70,70,50,10,109,0,FALSE,0
Rinkah,Rinkah,Scion of Flame,40,34,39,41,18,0,Axe,14,-1,50,60,70,70,30,25,40,0,FALSE,0
F!Robin,Robin,Mystery Tactician,40,29,29,29,22,0,GTome,13,-1,50,50,50,50,40,30,191,0,TRUE,0
SU!F!Robin,Robin,Seaside Tactician,35,32,34,28,29,0,Lance,13,-1,40,55,60,50,50,30,51,0,FALSE,0
V!F!Robin,Robin,Tactful Deliverer,42,41,16,39,42,3,CTome,13,-1,50,70,30,65,75,15,181,0,FALSE,0
CH!F!Robin,Robin,Vessels of Fate,40,45,46,30,22,0,BTome,13,-1,50,75,90,50,35,5,79,DUO,FALSE,0
M!Robin,Robin,High Deliverer,40,29,29,29,22,0,BTome,13,-1,50,50,50,50,40,30,67,0,TRUE,0
WI!M!Robin,Robin,Festive Tactician,45,35,34,35,25,3,Lance,13,-1,50,60,60,60,45,25,92,0,FALSE,0
L!M!Robin,Robin,Exalt's Other Half,40,45,30,31,31,0,GTome,13,-1,50,70,55,60,55,10,223,0,FALSE,0
BR!M!Robin,Robin,Keen Groom,40,46,35,23,24,1,RTome,13,-1,50,80,65,45,40,10,179,0,FALSE,0
B!M!Robin,Robin,Exalt's Deliverer,40,46,45,35,27,1,Sword,13,-1,50,80,70,65,50,5,227,0,FALSE,0
CH!M!Robin,Robin,Fated Vessel,40,46,45,36,16,0,RTome,13,-1,50,75,90,55,30,5,208,HERO,FALSE,0
L!F!Grima,Robin,Fell Vessel,40,32,35,30,25,2,CDragon,13,-1,55,55,60,50,45,25,27,0,FALSE,0
H!F!Grima,Robin,Fall Vessel,40,40,17,37,38,2,GDragon,13,-1,50,70,30,60,70,25,123,0,FALSE,0
R!F!Grima,Robin,Fell Tactician,43,41,44,35,33,3,CDragon,13,-1,60,70,75,60,50,10,123,0,FALSE,0
M!Grima,Robin,Fell Reincarnation,48,40,24,35,27,3,GDragon,13,-1,55,70,40,60,50,25,201,0,TRUE,0
H!M!Grima,Robin,Fall Reincarnation,46,43,21,43,37,3,CDragon,13,-1,60,75,40,70,60,15,63,0,FALSE,0
Roderick,Roderick,Steady Squire,40,31,34,25,24,1,Lance,12,-1,50,55,60,45,40,25,247,0,FALSE,0
H!Rolf,Rolf,Tricky Archer,40,30,36,28,23,1,CBow,9,-1,50,55,60,50,45,25,186,0,FALSE,0
Ronan,Ronan,Villager of Iz,38,34,40,17,42,0,BBow,5,-1,45,60,65,30,80,20,10,0,FALSE,0
Rosado,Rosado,Adorable Artist,40,43,46,44,16,2,Axe,5,-1,50,65,90,75,30,5,199,HERO,FALSE,0
Roshea,Roshea,Coyote's Faithful,41,38,35,38,21,1,Lance,1,-1,55,65,60,65,40,15,235,0,FALSE,0
Ross,Ross,His Father's Son,47,38,31,32,24,0,Axe,8,-1,70,70,55,65,45,25,6,0,FALSE,0
BR!Roy,Roy,Blazing Bachelors,39,38,42,30,25,1,Axe,6,-1,50,65,75,50,45,15,9,0,FALSE,0
L!Roy,Roy,Blazing Lion,39,34,38,32,26,0,Sword,6,-1,50,55,65,55,50,25,141,0,FALSE,0
B!Roy,Roy,Brave Lion,38,32,34,26,24,1,Sword,6,-1,50,55,60,45,40,25,81,0,TRUE,0
Roy,Roy,Young Lion,44,30,31,25,28,0,Sword,6,-1,55,50,50,45,55,25,49,0,TRUE,0
V!Roy,Roy,Youthful Gifts,34,35,19,27,30,1,CBow,6,-1,40,60,30,50,55,25,39,0,FALSE,0
V!Rudolf,Rudolf,Emperor of Rigel,46,43,21,41,29,3,Lance,15,-1,50,75,40,70,50,25,202,0,FALSE,0
Rutger,Rutger,Lone Swordsman,44,32,39,29,24,0,Sword,6,-1,55,55,70,50,45,25,251,0,FALSE,0
DA!Ryoma,Ryoma,Dancing Samurai,36,32,34,21,17,0,BDagger,14,-1,50,60,60,40,30,30,113,0,FALSE,0
Ryoma,Ryoma,Peerless Samurai,41,34,35,27,21,0,Sword,14,-1,50,60,55,50,40,25,245,0,TRUE,0
HS!Ryoma,Ryoma,Samurai at Ease,40,35,36,28,23,2,Lance,14,-1,50,55,60,55,45,25,231,0,FALSE,0
L!Ryoma,Ryoma,Supreme Samurai,41,34,39,28,20,2,Sword,14,-1,55,60,65,50,35,25,81,0,FALSE,0
Saber,Saber,Driven Mercenary,40,31,33,32,22,0,Sword,15,-1,50,55,55,55,40,30,35,0,TRUE,0
Safy,Safy,Font of Piety,38,47,31,21,46,0,Staff,5,-1,50,90,50,35,75,5,141,0,FALSE,0
Saias,Saias,Bishop of Flame,36,33,30,18,34,0,BTome,5,-1,45,60,50,30,60,30,20,0,FALSE,0
Sain,Sain,Green Lance,40,42,38,36,18,1,Lance,7,-1,50,75,65,60,35,15,242,0,FALSE,0
Saizo,Saizo,Angry Ninja,36,29,34,33,16,0,CDagger,14,-1,45,50,60,55,30,30,29,0,FALSE,0
NI!Saizo,Saizo,Hoshido's Flame,37,41,45,45,25,0,Lance,14,-1,50,70,75,75,45,5,47,0,FALSE,0
H!Sakura,Sakura,Gentle Nekomata,33,32,34,14,34,0,CDagger,14,-1,40,55,60,25,60,30,169,0,FALSE,0
HS!Sakura,Sakura,Hot-Spring Healer,36,35,32,26,21,2,Staff,14,-1,45,60,55,50,35,25,129,0,FALSE,0
Sakura,Sakura,Loving Priestess,36,28,30,24,30,0,Staff,14,-1,45,50,50,45,50,30,237,0,FALSE,0
SP!Saleh,Saleh,Vernal Sage,41,37,36,26,28,1,Axe,8,-1,50,65,65,45,50,20,168,0,FALSE,0
Salem,Salem,Dark Sage,41,38,36,18,38,0,RTome,5,-1,55,65,60,35,65,15,136,0,FALSE,0
BR!Sanaki,Sanaki,Apostle in White,35,36,30,16,33,2,GTome,9,-1,45,60,50,30,60,25,62,0,FALSE,0
Sanaki,Sanaki,Begnion's Apostle,33,37,26,17,34,0,RTome,10,-1,40,65,45,30,60,30,140,0,TRUE,0
NI!Sanaki,Sanaki,Dawnsworn Ninja,40,47,24,16,47,1,RTome,10,-1,50,90,45,30,75,5,92,0,FALSE,0
Sara,Sara,Lady of Loptr,35,40,37,16,37,0,Staff,5,-1,45,70,65,30,60,20,62,0,FALSE,0
Saul,Saul,Loving Shepherd,37,40,44,16,40,0,Staff,6,-1,50,65,80,30,65,10,230,0,FALSE,0
BR!Saul,Saul,Minister of Love,37,33,37,16,35,1,Staff,6,-1,50,50,60,30,70,20,69,0,FALSE,0
Say'ri,Say'ri,Chon'sin's Blade,40,35,40,23,34,0,Sword,13,-1,50,60,70,40,60,25,227,0,FALSE,0
BR!Say'ri,Say'ri,Righteous Bride,40,44,46,28,26,2,Lance,13,-1,50,70,80,50,50,10,21,0,FALSE,0
Scáthach,Scáthach,Astra's Wake,43,42,30,43,24,0,Sword,4,-1,55,70,50,75,45,15,72,0,FALSE,0
H!Seadall,Seadall,Misfortune-Teller,40,40,46,21,25,0,RTome,17,-1,50,80,80,40,45,5,50,0,FALSE,0
Sedgar,Sedgar,Coyote's Dutiful,41,36,39,27,24,1,GBow,0,-1,55,65,70,45,45,15,239,0,FALSE,0
Seiðr,Seiðr,Goddess of Hope,39,43,30,17,40,1,GTome,16,-1,50,70,55,30,75,10,185,0,FALSE,0
NY!Seiðr,Seiðr,Time's Goddesses,40,47,29,17,46,2,BTome,0,-1,50,90,50,30,75,5,73,0,FALSE,0
Seiros,Seiros,Saint of Legend,40,42,18,37,40,0,BDragon,16,-1,50,75,30,65,65,20,81,0,FALSE,0
F!Selena,Selena,Cutting Wit,37,25,35,32,28,0,Sword,14,-1,45,45,60,55,50,25,17,0,TRUE,0
SS!Selena,Selena,Fluorspar,40,39,39,16,23,1,BTome,8,-1,50,70,70,30,40,20,178,0,FALSE,0
SU!SS!Selena,Selena,Sandbar Fluorspar,36,37,37,17,23,1,GTome,8,-1,45,70,70,30,35,25,38,0,FALSE,0
V!SS!Selena,Selena,Admiring General,40,45,46,20,22,1,RTome,8,-1,50,90,70,40,40,5,168,HERO,FALSE,0
B!Seliph,Seliph,Enduring Legacy,40,43,41,37,18,1,Sword,4,-1,50,75,70,70,30,10,30,0,FALSE,0
Seliph,Seliph,Heir of Light,47,34,24,30,22,0,Sword,4,-1,65,60,40,50,40,30,254,0,TRUE,0
L!Seliph,Seliph,Scion of Light,41,41,17,37,26,1,Sword,4,-1,50,70,30,65,50,25,90,0,FALSE,0
Selkie,Selkie,Free Spirit,35,29,38,19,35,1,BBeast,14,-1,45,50,65,35,60,25,217,0,FALSE,0
NY!Selkie,Selkie,New Year's Spirit,35,31,39,16,40,1,CBeast,14,-1,45,55,65,30,70,25,91,0,FALSE,0
WI!Sephiran,Sephiran,Hoary Sovereign,43,42,21,29,40,3,Staff,9,-1,55,75,30,50,70,20,140,FALSE,FALSE,0
Serra,Serra,Outspoken Cleric,33,30,31,21,33,0,Staff,7,-1,40,55,50,40,55,30,0,TRUE,TRUE,0
Seteth,Seteth,Seiros Adherent,44,36,36,32,24,2,Lance,16,-1,60,60,65,55,40,20,154,FALSE,FALSE,0
Seth,Seth,Silver Knight,37,32,31,32,22,1,Sword,8,-1,45,55,55,55,40,25,36,FALSE,FALSE,0
SU!Seth,Seth,Silver-Sea Knight,40,40,38,31,24,1,Axe,8,-1,50,70,70,50,45,15,88,FALSE,FALSE,0
Setsuna,Setsuna,Absent Archer,37,28,37,22,23,0,CBow,14,-1,45,50,65,40,40,30,233,FALSE,FALSE,0
Severa,Severa,Secret Dreamer,42,43,47,37,24,0,Sword,13,-1,55,75,90,50,45,5,209,FALSE,FALSE,0
SP!Severa,Severa,Bitter Blossom,39,37,40,24,17,1,RTome,13,-1,50,65,70,45,30,20,163,FALSE,FALSE,0
Shamir,Shamir,Archer Apart,41,40,40,25,24,0,GBow,16,-1,50,70,70,45,45,20,187,FALSE,FALSE,0
NI!Shamir,Shamir,Lone-Moon Ninja,42,37,40,31,32,0,Axe,16,-1,55,65,70,50,55,15,77,FALSE,FALSE,0
SU!Shamir,Shamir,Heartbeats United,40,43,46,25,20,1,BBow,16,-1,50,70,80,50,40,10,75,FALSE,FALSE,0
BR!Shanna,Shanna,Bridal Novice,37,38,42,23,27,2,RBow,6,-1,45,70,75,35,50,20,115,FALSE,FALSE,0
Shanna,Shanna,Sprightly Flier,39,30,35,25,29,2,Lance,6,-1,50,50,60,45,50,25,193,TRUE,TRUE,0
Shannan,Shannan,Wielder of Astra,43,38,36,37,18,0,Sword,4,-1,55,70,65,60,30,25,247,FALSE,FALSE,0
Sharena,Sharena,Princess of Askr,43,32,32,29,22,0,Lance,0,-1,55,55,55,50,40,25,218,FALSE,FALSE,0
SP!Sharena,Sharena,Spring Princess,37,32,36,16,30,0,GTome,0,-1,45,55,60,30,55,30,172,FALSE,FALSE,0
BR!Sharena,Sharena,Pillars of Peace,40,44,47,32,21,1,Lance,0,-1,50,70,90,60,35,5,-1,DUO,FALSE,0
Sheena,Sheena,Princess of Gra,45,30,25,36,33,3,Axe,1,-1,55,50,45,55,60,25,49,0,TRUE,0
F!Shez,Shez,Keen Mercenary,38,41,42,32,34,0,Axe,16,-1,50,70,70,55,60,10,43,0,FALSE,0
M!Shez,Shez,Rising Mercenary,40,43,41,37,26,0,Sword,16,-1,50,70,70,65,50,10,239,0,FALSE,0
L!F!Shez,Shez,Sharpest Blades,40,43,44,31,25,0,BDagger,16,-1,50,70,75,55,50,10,135,0,FALSE,0
SU!F!Shez,Shez,Mercenary Shine,40,46,45,30,18,1,Sword,16,-1,50,70,80,60,35,10,95,0,FALSE,0
SU!M!Shez,Shez,Mercenary Shade,41,44,44,31,23,2,Lance,16,-1,50,80,70,55,45,10,99,0,FALSE,0
DA!Shigure,Shigure,Dark Sky Singer,34,31,29,21,24,0,BTome,14,-1,45,55,55,40,45,30,77,0,FALSE,0
Shigure,Shigure,Uplifting Artist,40,33,37,27,25,2,Lance,14,-1,50,60,65,50,40,25,243,0,TRUE,0
Shinon,Shinon,Scathing Archer,40,38,42,27,24,0,CBow,9,-1,50,65,70,50,45,20,216,0,FALSE,0
NI!Shinon,Shinon,Sharptongue Ninja,40,40,43,28,26,0,RBow,10,-1,50,70,70,50,50,15,234,0,FALSE,0
Shiro,Shiro,Raw Talent,41,35,30,35,22,0,Lance,14,-1,50,60,55,60,40,30,148,0,FALSE,0
Siegbert,Siegbert,Future King,41,34,35,31,16,1,Sword,14,-1,50,60,60,55,30,25,79,0,FALSE,0
Sigrun,Sigrun,Loyal Protector,37,32,36,28,34,2,Lance,9,-1,45,55,60,55,55,25,225,0,FALSE,0
BR!Sigrun,Sigrun,Steadfast Bride,35,31,38,27,31,2,Sword,9,-1,45,55,60,50,55,25,19,0,FALSE,0
DA!Sigurd,Sigurd,Destined Duo,38,38,18,16,37,1,RTome,4,-1,50,70,35,30,70,20,75,0,FALSE,0
L!Sigurd,Sigurd,Fated Holy Knight,41,41,23,37,26,1,Sword,4,-1,50,70,40,65,50,20,23,0,FALSE,0
Sigurd,Sigurd,Holy Knight,41,35,32,34,17,1,Sword,4,-1,50,60,55,65,30,25,187,0,TRUE,0
T!Sigurd,Sigurd,Proper Pourer,40,46,31,35,16,1,BTome,4,-1,50,70,60,70,30,10,21,0,FALSE,0
Silas,Silas,Loyal Knight,40,35,24,36,21,1,Lance,14,-1,50,60,45,60,40,25,91,0,FALSE,0
Silque,Silque,Adherent of Mila,39,33,23,35,31,0,Staff,15,-1,50,55,45,70,45,25,241,0,FALSE,0
V!Silque,Silque,Selfless Cleric,40,28,22,32,29,1,Staff,15,-1,55,45,45,55,50,25,231,0,FALSE,0
Silvia,Silvia,Traveling Dancer,40,27,36,17,30,0,Sword,4,-1,55,50,65,30,55,30,123,0,FALSE,0
Sirius,Sirius,Mysterious Knight,40,34,37,35,16,1,Lance,1,-1,50,60,65,60,30,25,160,0,FALSE,0
Soleil,Soleil,Adorable Adorer,37,38,35,28,24,0,Sword,14,-1,45,65,60,50,45,30,147,0,FALSE,0
Solon,Solon,Church Shadow,45,38,20,24,38,0,RTome,16,-1,60,65,35,45,65,20,61,0,FALSE,0
Sonia,Sonia,Inhuman Beauty,40,35,24,32,35,0,BTome,7,-1,50,60,45,55,60,20,199,0,FALSE,0
SP!Sonya,Sonya,Dazzling Rabbits,40,42,41,23,20,2,GTome,15,-1,50,70,70,45,40,15,226,0,FALSE,0
Sonya,Sonya,Vengeful Mage,36,33,31,15,32,0,GTome,15,-1,45,60,55,25,55,30,138,0,TRUE,0
R!Sonya,Sonya,Beautiful Mage,38,47,32,20,45,0,GTome,15,-1,50,90,50,40,70,5,70,0,FALSE,0
H!Sophia,Sophia,Cobweb Prophet,37,38,23,27,42,2,BTome,6,-1,45,65,40,50,75,15,113,0,FALSE,0
Sophia,Sophia,Nabata Prophet,40,33,19,28,29,0,RTome,6,-1,50,55,35,50,50,30,181,0,TRUE,0
BR!Sophia,Sophia,Prescient Bride,38,40,19,36,34,2,RTome,6,-1,50,70,35,70,50,15,39,0,FALSE,0
V!Soren,Soren,Addled Strategist,37,35,33,14,25,1,BTome,9,-1,45,60,55,25,50,25,178,0,FALSE,0
CH!Soren,Soren,Hushed Voice,36,42,34,16,43,0,CTome,9,-1,45,70,60,30,75,15,9,0,FALSE,0
Soren,Soren,Shrewd Strategist,36,33,33,17,29,0,GTome,9,-1,45,60,55,30,50,30,188,0,TRUE,0
B!Soren,Soren,Radiant Confidant,40,45,34,16,47,0,GTome,10,-1,50,70,70,30,80,5,220,0,FALSE,0
DE!Soren,Soren,Wind of Tradition,38,43,34,18,45,0,BTome,10,-1,50,75,60,30,75,10,190,0,FALSE,0
TH!Sothe,Sothe,Rushing Dawn,41,39,41,28,23,2,GDagger,10,-1,55,70,70,50,40,15,204,0,FALSE,0
Sothe,Sothe,Zephyr,39,36,33,22,21,0,CDagger,10,-1,50,60,55,40,40,30,203,0,TRUE,0
R!Sothe,Sothe,Dawning Zephyr,43,43,47,30,25,0,CDagger,10,-1,50,70,90,50,50,5,-1,REARM,FALSE,0
H!Sothis,Sothis,Bound-Spirit Duo,40,36,42,31,34,2,BDragon,16,-1,50,70,75,55,70,15,15,0,FALSE,0
Sothis,Sothis,Girl on the Throne,41,34,39,32,27,0,RDragon,16,-1,55,65,70,60,55,25,107,0,FALSE,0
WI!Sothis,Sothis,Silver Specter,44,35,41,30,35,3,GDragon,16,-1,60,70,75,50,60,25,88,0,FALSE,0
Stahl,Stahl,Viridian Knight,45,31,26,30,22,1,Sword,13,-1,60,55,45,50,40,25,4,0,FALSE,0
Subaki,Subaki,Perfect Expert,40,25,35,35,22,2,Lance,14,-1,50,45,60,60,40,25,225,0,FALSE,0
Sue,Sue,Doe of the Plains,36,32,38,23,20,1,GBow,6,-1,45,55,65,45,35,25,21,0,FALSE,0
Sully,Sully,Crimson Knight,42,26,34,24,28,1,Lance,13,-1,55,45,60,40,50,25,56,0,FALSE,0
Sumia,Sumia,Maid of Flowers,39,30,39,29,25,2,Lance,13,-1,50,55,65,50,45,25,154,0,FALSE,0
PI!Surtr,Surtr,Pirate of Red Sky,45,45,16,44,36,3,Lance,0,-1,55,75,30,75,60,20,13,0,FALSE,0
Surtr,Surtr,Ruler of Flame,50,39,17,40,33,3,Axe,0,-1,75,70,30,70,60,25,56,0,TRUE,0
Sylvain,Sylvain,Consummate Flirt,40,44,35,37,23,1,Axe,16,-1,50,75,55,70,45,10,138,0,FALSE,0
SU!Sylvain,Sylvain,Hanging with Tens,42,32,35,27,16,1,GTome,16,-1,55,55,60,50,30,25,62,0,FALSE,0
SP!Sylvain,Sylvain,Spring Flingster,40,47,45,32,21,1,Lance,16,-1,50,90,75,60,30,5,28,HERO,FALSE,0
Syrene,Syrene,Graceful Rider,37,39,45,21,41,2,Sword,8,-1,50,75,70,35,70,10,204,0,FALSE,0
Tailtiu,Tailtiu,Thunder Noble,39,32,35,17,25,0,BTome,4,-1,50,55,60,30,45,30,95,0,TRUE,0
T!Tailiu,Tailtiu,Teatime Mingler,39,42,44,21,31,0,GTome,4,-1,50,70,80,40,50,10,57,0,FALSE,0
FA!Takumi,Takumi,Empty Vessel,37,31,34,25,24,0,CBow,14,-1,50,50,55,45,45,30,66,0,FALSE,0
SU!Takumi,Takumi,Prince at Play,40,35,35,21,19,2,CBow,14,-1,50,60,65,35,35,25,97,0,FALSE,0
NY!Takumi,Takumi,Prince of Soup,40,34,34,17,27,0,CDagger,14,-1,50,60,55,30,50,30,128,0,FALSE,0
V!Takumi,Takumi,Troubled Heart,40,40,46,28,31,3,BTome,14,-1,50,70,70,55,55,10,227,0,FALSE,0
Takumi,Takumi,Wild Card,40,32,33,25,18,0,CBow,14,-1,50,55,60,45,30,30,237,0,TRUE,0
CH!Tana,Tana,Frelian Starlight,40,39,41,29,23,2,Lance,8,-1,50,70,70,50,40,20,178,0,FALSE,0
SU!Tana,Tana,Noble and Nimble,35,33,36,20,25,2,RTome,8,-1,45,60,60,35,45,25,89,0,FALSE,0
R!Tana,Tana,Soaring Princess,40,45,47,22,23,2,CBow,8,-1,50,70,90,40,45,10,225,0,FALSE,0
FF!Tana,Tana,Soothing Warmth,39,39,42,26,32,2,GDagger,8,-1,50,70,70,50,55,10,61,0,FALSE,0
Tana,Tana,Winged Princess,36,34,36,25,25,2,Lance,8,-1,45,60,60,45,45,25,37,0,TRUE,0
Tanith,Tanith,Bright Blade,41,36,40,32,28,2,Sword,9,-1,55,65,70,55,45,15,227,0,FALSE,0
BR!Tanith,Tanith,Forthright Heart,37,34,36,33,21,2,Lance,9,-1,45,60,60,60,40,25,21,0,FALSE,0
Tanya,Tanya,Dagdar's Kid,41,30,37,25,28,0,CBow,5,-1,55,55,65,45,45,25,140,0,FALSE,0
Tatiana,Tatiana,Devoted Saint,40,37,34,15,39,0,BTome,15,-1,50,65,60,25,70,20,132,0,FALSE,0
Tethys,Tethys,Beloved Dancer,38,27,35,23,34,0,CDagger,8,-1,50,50,60,45,65,25,72,0,FALSE,0
WI!Tharja,Tharja,"""Normal Girl""",43,34,18,34,36,3,RTome,13,-1,55,55,30,60,60,25,55,0,FALSE,0
Tharja,Tharja,Dark Shadow,39,32,34,23,20,0,RTome,13,-1,50,55,60,40,35,30,222,0,FALSE,0
DE!Tharja,Tharja,Dark Shadow,40,39,41,19,22,2,GTome,13,-1,50,70,70,35,40,20,0,0,FALSE,0
BR!Tharja,Tharja,Obsessive Bride,39,35,35,21,21,0,RTome,13,-1,50,60,60,35,40,30,80,0,FALSE,0
SU!Tharja,Tharja,Beach Dark Mage,40,45,44,19,20,1,BTome,13,-1,55,80,70,35,40,10,82,0,FALSE,0
Thea,Thea,Stormy Flier,37,31,35,31,28,2,Lance,6,-1,45,60,55,55,50,25,145,0,FALSE,0
SU!Thórr,Thórr,Sun-Kissed Gods,40,43,16,30,38,2,BTome,0,-1,50,70,30,55,70,15,223,0,FALSE,0
Thórr,Thórr,War God,40,44,19,41,34,2,Axe,0,-1,50,75,35,70,60,15,123,0,FALSE,0
Thrasir,Thrasir,Omnicidal Witch,40,33,39,23,27,0,GTome,0,-1,50,55,70,40,50,25,208,0,FALSE,0
Tibarn,Tibarn,Lord of the Air,41,38,31,34,18,2,RBeast,10,-1,50,65,55,60,35,25,136,0,FALSE,0
PI!Tibarn,Tibarn,Shipless Pirate,42,41,30,36,18,2,CBeast,10,-1,50,70,55,60,35,25,201,0,FALSE,0
A!Y!Tiki,Tiki,Awakened Blood,38,42,44,32,36,0,RDragon,1,-1,55,80,70,60,70,10,10,0,FALSE,0
SU!Y!Tiki,Tiki,Beachside Scion,40,33,37,32,26,2,RDragon,1,-1,55,60,75,55,50,25,66,0,FALSE,0
BR!A!Tiki,Tiki,Bridal Reflections,42,42,26,40,45,3,CDragon,13,-1,55,70,45,75,70,10,18,0,FALSE,0
Y!Tiki,Tiki,Dragon Scion,41,31,30,32,29,0,RDragon,1,-1,60,60,60,55,50,30,206,0,TRUE,0
B!A!Tiki,Tiki,Fated Divinity,40,43,27,37,41,0,GDragon,13,-1,50,75,50,60,70,10,90,0,FALSE,0
H!Y!Tiki,Tiki,Harmonic Hope,39,39,42,32,25,2,BDragon,1,-1,55,70,75,65,45,20,38,0,FALSE,0
L!Y!Tiki,Tiki,Legendary Dragon,45,34,35,37,29,3,BDragon,1,-1,65,55,55,75,55,25,170,0,FALSE,0
A!Tiki,Tiki,Naga's Voice,40,35,23,35,24,0,RDragon,13,-1,50,65,40,60,40,30,58,0,TRUE,0
SU!A!Tiki,Tiki,Summering Scion,35,36,30,32,24,0,Axe,13,-1,40,65,55,55,40,30,174,0,FALSE,0
FA!Y!Tiki,Tiki,Torpid Dragon,45,36,34,37,28,3,CDragon,1,-1,65,60,55,75,50,25,154,0,FALSE,0
H!Timerra,Timerra,Trick or Meat,37,41,46,46,23,0,Lance,17,-1,50,60,75,90,40,5,6,0,FALSE,0
Tina,Tina,Playful Scamp,44,43,46,19,31,0,Staff,5,-1,55,75,90,30,50,5,147,0,FALSE,0
Tine,Tine,Rumbling Thunder,38,42,42,23,26,0,CTome,4,-1,50,75,70,40,45,15,144,0,FALSE,0
Titania,Titania,Mighty Mercenary,37,28,34,25,30,1,Axe,9,-1,45,50,60,45,50,25,17,0,FALSE,0
V!Tatania,Titania,Warm Knight,35,30,33,17,30,1,RTome,9,-1,45,50,55,30,55,25,7,0,FALSE,0
Tobin,Tobin,The Clueless One,46,31,27,33,26,0,Sword,15,-1,65,55,50,65,50,30,19,0,FALSE,0
DE!Tormod,Tormod,Indomitable Will,40,43,45,25,30,0,RTome,10,-1,50,70,80,50,50,5,196,0,FALSE,0
Travant,Travant,King of Thracia,46,36,26,40,18,2,Lance,4,-1,60,65,45,70,30,25,156,0,FALSE,0
Triandra,Triandra,Nightmare,38,37,38,16,22,2,GTome,0,-1,50,70,70,30,40,20,98,0,FALSE,0
SP!Triandra,Triandra,Sunlit Nightmare,37,43,46,18,18,2,CTome,0,-1,50,70,90,35,35,10,136,0,FALSE,0
X!Triandra,Triandra,Reverent Dream,39,44,46,27,22,2,Sword,0,-1,50,70,90,50,45,5,104,0,FALSE,0
Tsubasa,Tsubasa,Madcap Idol,39,32,40,26,30,2,Lance,69,-1,50,55,70,45,50,25,137,0,FALSE,0
Ullr,Ullr,The Bowmaster,39,42,41,30,19,0,BBow,4,-1,50,70,70,55,35,20,221,0,FALSE,0
Ursula,Ursula,Blue Crow,35,29,32,19,30,1,BTome,7,-1,45,50,55,35,50,25,147,0,TRUE,0
SU!Ursula,Ursula,Clear-Blue Crow,36,36,34,16,28,1,CDagger,7,-1,45,60,60,30,50,25,7,0,FALSE,0
DE!Ursula,Ursula,Royal-Blue Crow,40,42,46,18,22,1,GTome,7,-1,50,70,80,35,45,10,149,0,FALSE,0
FA!Ursula,Ursula,Blackened Crow,40,43,47,17,27,1,BTome,7,-1,50,70,90,30,50,5,90,HERO,FALSE,0
Valbar,Valbar,Open and Honest,49,35,25,38,26,3,Lance,15,-1,65,55,45,70,40,25,55,0,FALSE,0
Validar,Validar,Fell Architect,42,46,17,35,43,0,RTome,13,-1,55,80,30,60,75,5,120,0,FALSE,0
Valter,Valter,Dark Moonstone,42,32,31,34,19,2,Lance,8,-1,55,55,50,60,35,25,155,0,FALSE,0
Vanessa,Vanessa,Dutiful Rider,39,40,43,27,34,2,Lance,5,-1,50,65,70,50,65,25,0,0,FALSE,0
Veld,Veld,Manfroy's Rock,43,38,26,22,36,0,RTome,14,-1,55,65,45,40,65,20,45,0,FALSE,0
NY!Velouria,Velouria,Renewed Wolfpup,41,38,40,34,23,0,BBeast,14,-1,50,65,70,60,40,20,74,0,FALSE,0
Velouria,Velouria,Wolf Cub,40,35,37,33,23,0,CBeast,0,-1,50,60,65,60,40,25,200,0,FALSE,0
V!Veronica,Veronica,Bestowed Love,40,36,38,21,22,1,BTome,0,-1,50,65,65,40,40,20,84,0,FALSE,0
B!Veronica,Veronica,Brave Princess,36,32,36,21,19,1,Staff,0,-1,45,55,60,40,35,25,254,0,TRUE,0
PI!Veronica,Veronica,Harmonic Pirates,38,39,19,36,29,1,Axe,0,-1,45,70,35,65,50,25,182,0,FALSE,0
L!Veronica,Veronica,Princess Rising,38,42,45,19,25,1,RTome,0,-1,50,70,75,35,50,10,252,0,FALSE,0
SP!Veronica,Veronica,Spring Princess,38,35,36,16,25,2,GTome,0,-1,50,60,60,30,45,25,48,0,FALSE,0
Veyle,Veyle,Gentle Dragon,39,46,30,21,46,0,BTome,17,-1,50,70,50,40,90,5,182,MYTHIC,FALSE,0
FA!Veyle,Veyle,Fell Successor,40,47,16,32,47,0,CTome,17,-1,50,70,30,60,90,5,81,HERO,FALSE,0
Vigarde,Vigarde,Silent Emperor,46,47,30,44,29,3,Lance,8,-1,60,80,50,70,55,10,87,0,FALSE,0
